Borough,Address,Block,Lot,Energy Star Score,Source EUI,Site EUI,Annual Maximum Demand,Total GHG Emissions
MN,1 BEEKMAN PLACE,1361,21,6,191.7,112.4,,1220.6
BX,2600 CRESTON AVENUE,3168,11,1,211.2,165.6,,392.6
BX,1400 JESUP AVENUE,2872,54,2,191.1,151.4,,558.8
MN,410 EAST 65 STREET,1459,30,1,369.5,322.1,,2570.5
BK,2121 82 STREET,6299,62,1,411.6,374.6,,1171.2
MN,45 EAST 80 STREET,1492,7501,3,257.5,112.3,,534.1
MN,1060 AMSTERDAM AVENUE,1884,29,3,383.2,199.5,,1707.2
QN,36-17 PARSONS BOULEVARD,5014,4,2,417.4,214.6,,1490.7
MN,225 EAST 72 STREET,1427,11,1,117642.4,97747.1,,439136.1
MN,25 PARK PLACE,124,11,1,267.4,107.3,,222.4
QN,65-11 108 STREET,2172,1,3,389.4,302.5,,567.1
BK,763 ROCKAWAY AVENUE,3590,2,1,710.8,349.7,,2483.2
MN,838 AVENUE OF THE AMER,831,2,2,268,107,,223.5
MN,1548 ST NICHOLAS AVENUE,2158,7,1,216.7,144.9,,552.9
QN,219-02 74 AVENUE,7755,3,1,223.3,168.5,,1214.1
BX,1950 DALY AVENUE,2992,43,1,653.1,595.7,,3214.6
MN,1645 3 AVENUE,1538,1,1,310.2,139,,526.5
BX,120 FEATHERBED LANE,2874,98,2,144.5,97.1,,211.1
QN,69-33 AUSTIN STREET,3237,30,7,271.8,97.1,,207.5
BX,788 FOX STREET,2720,69,7,180.7,131.7,,399.5
BX,1070 ELDER AVENUE,3714,30,1,222.9,161.5,,617.1
QN,110-12 64 AVENUE,2184,11,1,299.4,163.2,,481.2
QN,40-66 ITHACA STREET,1506,47,1,242.1,203.1,,601.7
QN,229-01 GRAND CENTRAL PKWY,7847,1,2,212.3,187.5,,495.7
QN,71-13 60 LANE,3538,67,1,217.5,135.4,,423.7
QN,271-11 76 AVENUE,8520,175,7,291.6,185.5,,5972.8
BX,931 FOX STREET,2712,28,1,211.5,139.7,,407.6
BK,519 LINCOLN PLACE,1178,69,1,223.3,183.5,,292.9
BX,2860 DECATUR AVENUE,3279,62,2,169.3,128.2,,544.5
BK,133 PROSPECT PARK WEST,1091,35,1,314.6,275.8,,680.5
MN,198 CANAL STREET,200,7501,5,301.5,152.7,,366.7
BK,2701 EMMONS AVENUE,8790,59,1,317.6,113.4,,421.4
BX,2901 GOULDEN AVENUE,3246,2,1,233.7,74.4,102,125.8
BX,3004 HEATH AVENUE,3256,172,6,153.8,105.2,,210.1
BX,3470 CANNON PLACE,3258,177,3,171.6,150.4,,756.7
BX,3836 BAILEY AVENUE,3263,31,1,223.6,196.4,,825
BX,1760 BRUCKNER BOULEVARD,3663,2,1,213.9,82.5,,603.4
BK,2830 OCEAN PARKWAY,7253,1,1,196.9,187.5,,19813
BX,9 METROPOLITAN OVAL,3944,7501,1,8922.8,8085.1,,1446.7
BX,2260 BARKER AVENUE,4341,25,5,158.6,107.2,,308.4
MN,12 WEST 32 STREET,833,52,3,321.8,188.9,,410.1
BX,460 WEST 236 STREET,5764,7501,1,253.8,159.2,,631.6
BX,5931 PALISADE AVENUE,5933,210,1,274.3,151.8,,1094.1
BK,27 PROSPECT PARK WEST,1072,40,1,232.5,206.8,,683.8
BK,1720 BEDFORD AVENUE,1302,1,5,158.1,117.4,,10048
BK,215 WILLOUGHBY AVENUE,1905,120,5,243.2,120.5,,131.7
BK,128 LEFFERTS PLACE,2019,40,3,179.3,124.4,,689.4
BK,555 WYTHE AVENUE,2186,1,3,180.4,109.3,,5179.4
BK,308 ECKFORD STREET,2576,42,7,173.3,108.9,,254.6
BK,783 ELDERT LANE,4469,1,6,190.1,98.3,60.8,1135.2
BK,77 LINDEN BOULEVARD,5084,1,1,216.8,182.7,,728.2
BK,302 101 STREET,6137,200,2,182.3,58,,447.5
MN,2167 ADAM C POWELL BLVD,1913,61,1,243,171.9,,362.1
BK,8121 NEW UTRECHT AVENUE,6314,24,1,405.2,144.7,,328.1
BK,2828 WEST 28 STREET,7011,11,2,175.8,120.8,,747.5
BK,1806 OCEAN AVENUE,6748,16,7,153.2,131,,196.1
BK,2410 KINGS HIGHWAY,6771,56,1,455.9,414.5,,1342.8
BK,2520 KINGS HIGHWAY,6772,15,1,368.1,185.2,,700.4
MN,2576 BROADWAY,1869,7501,1,226.4,139,,774.1
BK,3310 AVENUE H,7579,29,4,141.8,105.1,,1813.7
BK,5610 AVENUE T,8399,40,4,168.1,115.5,,225
BK,3131 BRIGHTON 13 STREET,8721,360,2,205.8,189.5,,4116.5
QN,12-12 43 AVENUE,443,14,6,336.3,145.6,,1181.6
QN,23-30 NEWTOWN AVENUE,544,19,5,209.5,147.2,,512.4
MN,1115 1 AVENUE,1436,7503,2,222.2,136.8,,265.2
QN,100-17 23 AVENUE,1632,20,5,362.5,237,,1452
QN,110-17 QUEENS BOULEVARD,2237,1,5,167.6,128.9,,3937.4
BK,166 WILLOUGHBY AVENUE,1919,1,1,275.3,167,,469.6
QN,56-05 55 DRIVE,2573,162,6,147.5,52.7,,236.5
QN,47-08 GRAND AVENUE,2611,102,1,250.3,89.4,,393.6
QN,60-02 LITTLE NECK PARKWAY,8359,6,5,184.3,115.9,,506.4
QN,139-29 34 ROAD,4957,44,2,170,132.6,,592.3
MN,23 EAST 22 STREET,851,7505,1,290.9,133,256,1423.4
QN,199-02 21 AVENUE,5787,1,3,295.6,144.3,,913.6
QN,36-08 BELL BOULEVARD,6172,6,6,149.4,94.9,,175.1
QN,42-18 201 STREET,6258,16,5,158.7,116.4,,345.1
QN,135-12 77 AVENUE,6587,6,6,173.8,162.7,,1175.6
BK,1220 OCEAN AVENUE,6694,50,7,170.8,142.2,,438.4
MN,39 WHITEHALL STREET,8,7501,1,273,174.1,,2243.1
QN,64-05 186 LANE,7115,2,1,220.8,166.6,,437.1
QN,188-00 PECK AVENUE,7117,300,1,420,316.5,,295.4
BK,21 EAST 21 STREET,5063,23,3,162.6,131,,315.4
BK,6820 RIDGE BOULEVARD,5861,53,2,170.7,135.2,,205.7
QN,254-02 74 AVENUE,8511,2,7,232.6,161.1,17.8,825.8
BK,1346 LINCOLN PLACE,1390,31,1,186.7,137.8,,168.8
QN,41-42 PARSONS BOULEVARD,5049,32,3,161.4,139.7,,619.6
BK,101 LINCOLN ROAD,1327,77,1,210.8,180.1,,963.6
BX,2056 HONEYWELL AVENUE,3122,31,7,152.6,109.5,,287.5
QN,88-04 164 STREET,9813,33,5,221.5,95.5,578.9,826
QN,170-49 CEDARCROFT ROAD,9843,29,3,189.4,150.7,,451.3
BX,636 EAST 231 STREET,4833,58,7,160.3,131.5,,324.3
QN,145-11 NORTH CONDUIT AVENUE,12099,16,4,314.6,157,,618.4
QN,14-03 HEYSON ROAD,15627,21,1,294.5,141.6,,254.6
BK,3100 BRIGHTON 3 STREET,8685,10,1,499.3,449,,1670.3
MN,136 WEST 42 STREET,994,7503,2,343.7,148.8,4696,1479
MN,71 NASSAU STREET,79,7503,1,215.8,108.2,,571.6
MN,117 WEST 123 STREET,1908,7504,7,155.5,84.1,,197.6
MN,26 EAST 63 STREET,1377,7502,1,299.1,160.1,,704.5
BK,499 EAST 8 STREET,5392,71,4,173.8,143.3,,726
BK,755 WYTHE AVENUE,2224,7506,4,160.9,57.5,,139.6
MN,407 EAST 12 STREET,440,7502,5,172.8,117.1,,215.3
BK,330 2 STREET,974,7501,6,145.4,51.9,,214.3
BK,380 AVENUE U,7128,5,1,433.8,383.7,,1300.7
QN,35-06 72 STREET,1271,6,1,332.2,285.2,,504.5
QN,,1956,1,7,151.4,88.9,,177.6
MN,609 COLUMBUS AVENUE,1203,1,1,54425.2,45204.2,,674032
MN,100 1 AVENUE,1341,7503,1,187.6,110.6,,2806.1
MN,511 9 AVENUE,736,7501,4,138.4,57.1,,669.7
MN,240 EAST 38 STREET,918,7501,1,2260.5,1012.7,,11997.8
BK,500 OCEAN AVENUE,5080,60,4,147.1,119.8,,593.4
MN,205 EAST 59 STREET,1414,7502,1,210,108.3,,734.1
MN,1900 LEXINGTON AVENUE,1767,16,7,172,92,,1354.5
MN,8 EAST 83 STREET,1494,59,1,225.7,158.4,,1958.9
BK,248 17 STREET,873,7501,1,339.1,166.6,,361.8
MN,13 RECTOR STREET,18,7501,7,202.5,110.6,,2688.4
QN,71-20 71 ROAD,2224,37,2,459.4,314.4,,889.6
BK,1560 OCEAN PARKWAY,6612,26,4,214.1,179.7,,602.1
MN,3890 BROADWAY,2122,52,2,200,150.1,,520.6
BK,2803 OCEAN PARKWAY,7260,7502,6,189.8,98.6,,344.5
BK,2901 OCEAN PARKWAY,8661,1,4,200,150.3,,463.3
BX,5941 PALISADE AVENUE,5933,224,1,461.9,250.6,,6198.2
QN,25-10 30 AVENUE,576,12,7,623.2,366.1,,5573.6
MN,773 LEXINGTON AVENUE,1395,50,7,158.2,89.7,,1278.1
QN,143-51 ROOSEVELT AVENUE,5022,7502,4,176.5,95.1,,571.5
MN,224 WEST 18 STREET,767,7504,4,167.6,93.7,,357.7
MN,1471 3 AVENUE,1529,1,7,182.5,120.8,65.6,949.9
MN,45 WEST 17 STREET,819,14,1,274.6,98.1,,245.2
MN,659 5 AVENUE,1288,3,6,406.9,156.6,,940
MN,7 EAST 17 STREET,846,7502,1,293,124.4,,491.3
BK,460 NEPTUNE AVENUE,7274,1,1,290.7,254.5,,8697.1
BX,1690 EAST 174 STREET,3871,30,1,313.4,266.5,,1439.3
MN,245 7 AVENUE,800,7501,3,174.3,94.1,,406
MN,610 PARK AVENUE,1379,7502,1,258.2,126.9,,1791.5
MN,513 WEST 56 STREET,1085,23,1,596.8,252.6,,3697.7
MN,312 11 AVENUE,701,62,6,208.5,127.8,,2126.2
MN,349 WEST 42 STREET,1033,9,2,246.4,155,,2220.7
MN,571 PARK AVENUE,1397,69,4,164,89.9,,1316.9
MN,33 EAST 22 STREET,851,28,1,529.6,373.4,,759.4
MN,144 COLUMBUS AVENUE,1138,7501,1,441.8,193.2,,2421.5
BK,1745 EAST 18 STREET,6801,69,6,156.8,131.5,,460.2
QN,111-39 76 ROAD,3340,36,1,404.6,193.9,,853.8
BK,2615 WEST 13 STREET,7226,62,1,236.2,84.4,,372.8
MN,38 WARREN STREET,136,7502,5,225.2,88.1,,511.2
MN,231 EAST 55 STREET,1329,7501,1,203.2,107.7,,1124.5
MN,402 WEST 148 STREET,2062,37,1,222.4,182.3,,415.7
MN,420 WEST 205 STREET,2201,9,6,156.8,119,,271.3
BK,420 OVINGTON AVENUE,5892,16,1,487.8,434.8,,1842.9
MN,257 WEST 38 STREET,788,16,2,174.1,97,,577.8
MN,15 EAST 69 STREET,1384,7502,1,207.2,96.5,,1109.2
BX,1485 MACOMBS ROAD,2857,28,6,179.8,114.4,,307.5
BK,50 BRIDGE STREET,31,7502,1,173,129.5,,1278.1
BK,47 BRIDGE STREET,32,7502,6,191.7,78.9,,156.7
MN,4005 BROADWAY,2138,108,1,236.6,125.1,,636.9
MN,102 FULTON STREET,78,7506,1,219,111.9,,225
MN,137 READE STREET,140,7503,3,167.8,103,,208
SI,220 OSGOOD AVENUE,2867,266,6,193.2,134.5,,611.7
BX,593 OAK TERRACE,2555,30,1,291.9,217.7,,401.3
BK,1312 WEST 6 STREET,6578,7,6,145.3,119.7,,285.2
BK,2211 EMMONS AVENUE,8779,7501,1,227.5,105,280,689.4
BX,125 WEST 195 STREET,3249,120,6,154.1,123.6,,388.7
MN,176 WEST 86 STREET,1216,7501,7,197.3,103.8,,214
QN,158-13 72 AVENUE,6797,7503,4,211.3,129.2,,604.6
SI,91 TOMPKINS AVENUE,534,120,1,208.7,104.3,,947.8
MN,797 5 AVENUE,1375,67,1,407.3,237,,8793.9
BK,1012 AVENUE K,6536,10,1,223.8,188.8,,349.2
BK,378 PENNSYLVANIA AVENUE,3771,41,1,274.5,198.8,,311.1
QN,39-06 114 STREET,1786,17,4,226.7,136.8,,443
MN,227 EAST 30 STREET,911,7503,1,1182.1,535.7,,4685
BK,2016 PITKIN AVENUE,3735,10,6,105.1,37.5,,225.8
BK,1083 MCDONALD AVENUE,6504,1,1,514.5,330.6,,924.1
BK,446 KENT AVENUE,2134,7501,1,389.2,326.3,,1596.7
BK,679 MONTGOMERY STREET,1300,1,1,200.3,129.3,,269
BK,4802 12 AVENUE,5633,68,2,164,119.2,,275.5
BX,601 EAST 149 STREET,2623,1,3,196.3,142,,400.6
SI,100 GREAVES LANE,4645,415,3,470.4,237.3,,1010.7
BX,3250 PERRY AVENUE,3347,1,2,198.5,158.6,,577
BK,1025 ST JOHNS PLACE,1250,60,3,147.3,126.5,,534.7
MN,170 BROADWAY,64,7502,3,578.4,251.6,,1028.9
QN,112-02 15 AVENUE,4065,1,1,986.1,580.4,,5957.7
MN,249 GRAND STREET,304,21,1,284.1,162,,323.6
BK,1291 EASTERN PARKWAY,1393,1,2,168,103.6,,180.6
MN,54 LAIGHT STREET,219,4,1,660.2,210.3,,652.4
QN,80-11 SHORE PARKWAY,13943,1,3,189.8,147.1,,793.2
QN,182-17 AVON STREET,9950,1,4,296.1,183.9,,1771.3
QN,33-02 CRESCENT STREET,565,23,1,223.7,173.6,,270.1
BX,625 EAST FORDHAM ROAD,3273,225,1,459.8,288.5,,971.2
BX,2600 HENRY HUDSON PKWY E,5725,7501,1,186.7,157,,251.1
QN,78-01 34 AVENUE,1251,30,2,183.6,152,,784.1
MN,15 WEST 107 STREET,1843,22,3,175.8,128.9,,241.1
QN,81-15 268 STREET,8743,102,5,199.5,161.6,,974.1
MN,10 UNION SQUARE EAST,870,7501,3,277.5,187.2,,13096.5
MN,129 WEST 46 STREET,999,17,7,224.6,117.6,,238.8
MN,1227 MADISON AVENUE,1500,53,7,170.3,106.1,,785.9
MN,210 EAST 58 STREET,1331,39,4,221.2,148.9,,1008.8
BX,2055 GRAND CONCOURSE,3160,35,2,180.8,135.6,,450.7
SI,22 ARLO ROAD,593,590,1,257.6,156.1,,397.5
BX,1049 GRAND CONCOURSE,2472,28,6,177.3,149.8,,326.9
BK, AVENUE U,7115,1,1,691,228,,1117.8
BK,1119 FOSTER AVENUE,5232,29,1,236.7,188.3,,633.6
BX,2463 GRAND AVENUE,3213,37,7,152.8,124.8,,243.6
BK,84 LAWRENCE AVENUE,5422,19,5,151,125.9,,230.9
BK,219 78 STREET,5959,73,1,277,220.6,,343
BK,5201 1 AVENUE,804,6,1,334.3,125.6,,1326.5
BX,999 PELHAM PARKWAY NORTH,4355,1,3,156.9,122.7,,1696.4
MN,16 WEST 19 STREET,820,7504,6,161.2,78.6,,327.8
MN,400 EAST 67 STREET,1461,7501,6,170.8,97.8,461.7,1932.5
MN,431 3 AVENUE,911,1,1,316.4,215.2,,709.8
BX,600 EAST 178 STREET,3068,55,2,179.7,125.6,,355.5
MN,225 8 AVENUE,745,7503,7,199,113.7,,493
MN,15 WEST 63 STREET,1116,7502,3,197.2,83.1,,799.3
BK,66 WATER STREET,36,16,1,216,106,,383
MN,911 8 AVENUE,1045,29,5,188.5,110.3,163.2,2712.5
MN,100 WEST 81 STREET,1211,135,1,215.8,131.6,,247.9
QN,82-11 37 AVENUE,1456,35,1,228.2,81.5,,417.9
MN,160 WEST 66 STREET,1137,7501,6,185.1,88.8,,2748.2
BX,1054 SOUTHERN BOULEVARD,2743,19,1,228.8,148,,708.9
MN,200 BOWERY,492,7503,4,162.4,104.4,,182.4
MN,400 WEST 58 STREET,1067,33,1,399.6,274.1,,671.5
MN,138 WEST 124 STREET,1908,7502,7,163,77.5,,195.3
MN,43 EAST 53 STREET,1289,28,1,32485.6,26869.4,,201691
SI,40 PROSPECT STREET,491,11,1,335.2,276.4,,1561
MN,217 GRAND STREET,238,7502,7,288.5,137.9,,406.3
MN,1185 1 AVENUE,1439,23,7,178.2,96.8,,327.5
MN,10 EAST 12 STREET,569,7501,1,301.6,168.9,,635.9
MN,2 AVENUE OF THE AMER,191,1,5,360.9,145.4,,1544.3
BX,3285 ROMBOUTS AVENUE,5141,385,1,1521.9,948.4,,1773
QN,144-32 35 AVENUE,5003,23,1,217,186.8,,607.4
BK,1114 NEW YORK AVENUE,4917,22,2,175.4,121,,218.5
QN,155-33 JAMAICA AVENUE,9754,34,1,200.5,71.6,,216.6
MN,103 MOTT STREET,205,7501,1,497.4,337.7,,774.4
MN,1261 ST NICHOLAS AVENUE,2143,20,1,277.3,202.3,,483.6
MN,12 EAST 22 STREET,850,64,1,200.8,137.7,,840.2
BX,2300 LORING PLACE NORTH,3225,94,1,213.6,175.7,,537.3
BK,1773 EAST 12 STREET,6795,60,1,320.7,286.4,,1277
BX,2417 TRATMAN AVENUE,3975,43,1,1067.4,383.8,,2780.3
BX,1106 HOE AVENUE,2751,3,1,598.4,222.3,,1130.3
QN,93-01 199 STREET,10474,300,1,737.1,234.8,,1005.3
BK, OCEAN AVENUE,7422,136,1,870.5,295.1,,1488.6
SI,42 NEW DORP LANE,4192,29,1,1120.7,356.9,,910.3
BK,1064 BUSHWICK AVENUE,3339,23,1,498.2,214.1,,1481.2
QN,680 FAIRVIEW AVENUE,3478,31,1,774.1,273.8,,1688.1
BK, AVENUE I,7759,1,1,1150,366.2,,1204.5
BK,2117 BEDFORD AVENUE,5109,70,1,543.3,196.6,,2451.3
BK,48 SCHOLES STREET,3041,1,1,932.4,550.5,,7159.3
BX,366 EAST 150 STREET,2328,12,1,579.6,218.7,,1330.7
QN,114-50 LEFFERTS BOULEVARD,11645,29,1,642.6,204.6,,1296.3
MN,40 RIVER ROAD,1373,1,1,801.3,398.4,,12558.8
MN,321 COLUMBUS AVENUE,1128,1,5,171.6,93.6,,695.5
BK,466 ROCKAWAY PARKWAY,4693,66,7,172.9,134.7,,199.8
BX,115 HENWOOD PLACE,2826,34,2,190.1,89.3,,325.5
BX,40 W MOSHOLU PARKWAY S,3251,490,1,259.4,210.1,,8190
BK,755 KENT AVENUE,2261,7501,1,145729.7,138766.4,,1523025.9
MN,260 PARK AVENUE SOUTH,849,7504,1,294.3,152.8,,2020.1
MN,57 EAST 128 STREET,1753,27,1,247.6,154.4,,519.5
BX,3050 CRUGER AVENUE,4569,25,1,819.6,311.8,,3246
BX,2373 TIEBOUT AVENUE,3147,1,1,549.7,228.8,,1919.2
MN,101 7 AVENUE,792,7504,2,187.1,92.8,,1303.4
MN,4101 BROADWAY,2142,130,1,265.2,228.3,,1361
BK,444 12 STREET,1098,7510,1,247.3,185.9,,661.8
MN,106 EAST 19 STREET,874,73,3,170.7,125.7,,256.6
BK,758 60 STREET,5785,23,7,155.9,128.4,,249.1
BK,1238 PRESIDENT STREET,1283,1,4,186.9,133.5,,1753.8
QN,24-16 38 AVENUE,388,13,1,236,182.6,,500.9
MN,327 LEXINGTON AVENUE,894,7504,1,228.9,131.5,,778.7
BK,65 BAY 19 STREET,6370,23,1,258.3,211.6,,787.1
BK,1213 AVENUE Z,7433,40,1,227.4,155.5,,1191.3
MN,204 2 AVENUE,454,7,1,806.7,347.6,,6454.5
SI,355 FOREST AVENUE,132,159,1,872.1,457.2,,2342.8
MN,565 WEST 174 STREET,2131,1,7,191.6,137.7,,355
MN,222 WEST 15 STREET,764,51,1,267.9,204.8,,487.5
BX,765 EAST 166 STREET,2661,58,3,205.6,142,,282
QN,37-05 90 STREET,1478,1,6,225.8,159.7,,447.3
BX,1229 FRANKLIN AVENUE,2612,58,1,233.7,181.6,,833.9
QN,57-10 49 PLACE,2602,200,7,261.8,162.9,,895.4
BK,99 PATCHEN AVENUE,1638,6,4,173.3,124.1,,817.8
BK,306 NORTH HENRY STREET,2607,6,3,164.9,94.7,,391.3
MN,125 EAST 54 STREET,1309,8,1,215.4,130.5,,562.1
QN,24-51 38 STREET,654,34,6,153,109.6,,212.2
BK,474 EAST 98 STREET,4694,67,1,207.1,175.4,,397
MN,422 2 AVENUE,930,1,1,310.2,255.2,,5428.8
BK,835 CLARKSON AVENUE,4620,35,4,162.2,110.1,,190.8
MN,14 WEST 14 STREET,577,7504,1,209.1,91.8,,216.5
