Borough,Address,Building Class
QN,163-33 CROSS BAY BOULEVARD,O5
MN,315 WEST 39 STREET,O6
QN,88-02 87 STREET,O8
SI,1432 FOREST AVENUE,O8
BK,4209 FT HAMILTON PARKWAY,O8
QN,40-21 159 STREET,O5
QN,43-59 147 STREET,O8
MN,225 WEST 37 STREET,O6
BK,7403 3 AVENUE,O8
BK,310 NASSAU AVENUE,O5
BK,596 PENNSYLVANIA AVENUE,O8
QN,226-18 MERRICK BOULEVARD,O5
MN,260 WEST 35 STREET,O6
QN,45-17 MARATHON PARKWAY,O5
MN,137 WEST 19 STREET,O5
BK,2087 FULTON STREET,O5
MN,495 BROADWAY,O6
QN,86-15 FOREST PARKWAY,O8
SI,114 MC CLEAN AVENUE,O5
MN,247 WEST 36 STREET,O6
MN,85 10 AVENUE,O6
BK,812 54 STREET,O5
BK,5715 16 AVENUE,O5
BK,1648 EASTERN PARKWAY,O5
QN,45-02 11 STREET,O5
MN,127 EAST 69 STREET,O8
MN,18 WEST 20 STREET,O6
BK,1702 CROPSEY AVENUE,O8
SI,140 STUYVESANT PLACE,O5
QN,30-20 NEWTOWN AVENUE,O5
BK,5414 NEW UTRECHT AVENUE,O5
QN,204-10 HILLSIDE AVENUE,O8
BX,258 EAST 138 STREET,O5
BK,8723 4 AVENUE,O5
MN,27 CLIFF STREET,O5
QN,133-01 ATLANTIC AVENUE,O5
QN,242-01 BRADDOCK AVENUE,O5
SI,1326 CLOVE ROAD,O8
QN,36-44 MAIN STREET,O5
MN,165 EAST 56 STREET,O6
MN,254 WEST 54 STREET,O6
MN,1112 ST NICHOLAS AVENUE,O6
BK,112 32 STREET,O5
BK,5001 5 AVENUE,O5
QN,17-22 WHITESTONE EP SR W,O5
QN,29-20 23 AVENUE,O5
MN,61 9 AVENUE,O6
QN,222-17 JAMAICA AVENUE,O8
BK,7505 FT HAMILTON PARKWAY,O8
MN,139 WEST 24 STREET,O5
MN,52 DUANE STREET,O6
MN,260 WEST 44 STREET,O5
MN,368 BROADWAY,O5
MN,40 FRANKLIN STREET,O6
MN,83 WORTH STREET,O5
MN,359 BROADWAY,O5
MN,102 FRANKLIN STREET,O5
SI,6228 AMBOY ROAD,O5
MN,13 CROSBY STREET,O5
MN,256 WEST 38 STREET,O6
MN,137 GRAND STREET,O6
MN,28 HOWARD STREET,O5
QN,1746 SUMMERFIELD STREET,O5
QN,49-06 QUEENS BOULEVARD,O5
SI,174 LILY POND AVENUE,O8
QN,162-20 UNION TURNPIKE,O5
MN,88 NASSAU STREET,O5
QN,20-39 128 STREET,O5
SI,3733 RICHMOND AVENUE,O8
BX,534 EAST 180 STREET,O5
BX,1441 EAST 233 STREET,O5
MN,470 7 AVENUE,O6
QN,37-44 75 STREET,O8
MN,122 RIVINGTON STREET,O5
BK,7523 FT HAMILTON PARKWAY,O8
QN,135-10 LIBERTY AVENUE,O8
MN,4 COLUMBUS CIRCLE,O6
QN,30-89 36 STREET,O8
MN,135 WEST 29 STREET,O6
MN,122 WEST 26 STREET,O6
MN,27 EAST 21 STREET,O6
MN,274 MADISON AVENUE,O6
MN,140 WEST 44 STREET,O5
MN,119 WEST 136 STREET,O8
QN,119-04 HILLSIDE AVENUE,O5
BK,3065 BRIGHTON 13 STREET,O8
QN,102-09 METROPOLITAN AVENUE,O8
QN,33-13 58 STREET,O8
SI,439 GRANDVIEW AVENUE,O8
QN,151-30 82 STREET,O8
BX,820 EAST TREMONT AVENUE,O5
BK,7 FRANKLIN AVENUE,O5
BK,1945 MCDONALD AVENUE,O5
MN,136 WEST 46 STREET,O5
BK,1721 86 STREET,O5
MN,336 WEST 37 STREET,O6
SI,763 CLOVE ROAD,O8
MN,102 WEST 38 STREET,O6
MN,40 WEST 18 STREET,O5
SI,2704 ARTHUR KILL ROAD,O8
QN,23-18 28 STREET,O8
MN,130 MADISON STREET,O5
MN,4 ALLEN STREET,O5
MN,1708 BROADWAY,O5
QN,40-48 JUNCTION BOULEVARD,O5
BX,3586 BOSTON ROAD,O5
MN,803 AVENUE OF THE AMER,O5
BK,4901 FT HAMILTON PARKWAY,O8
MN,71 SPRING STREET,O5
QN,134-02 CROSS BAY BOULEVARD,O5
QN,72-30 BROADWAY,O5
QN,32-33 111 STREET,O5
BX,3313 BAINBRIDGE AVENUE,O5
SI,6326 AMBOY ROAD,O5
BK,293 AVENUE S,O5
MN,369 PARK AVENUE SOUTH,O6
BK,9412 4 AVENUE,O8
QN,9-21 44 ROAD,O5
QN,206-03 48 AVENUE,O8
QN,42-18 MARATHON PARKWAY,O5
QN,86-16 JAMAICA AVENUE,O8
BK,2989 OCEAN PARKWAY,O8
BK,2190 MCDONALD AVENUE,O8
BK,1713 RALPH AVENUE,O5
MN,177 WEST BROADWAY,O5
MN,51 WEST 39 STREET,O6
QN,130-29 135 AVENUE,O8
QN,141-57 NORTHERN BOULEVARD,O5
QN,223 BORDEN AVENUE,O5
BK,182 DUFFIELD STREET,O5
QN,106-01 CORONA AVENUE,O8
BK,195 PLYMOUTH STREET,O5
BK,1118 AVENUE J,O5
QN,82-01 37 AVENUE,O6
BK,602 CORTELYOU ROAD,O8
QN,529 BEACH 20 STREET,O5
QN,14-30 149 STREET,O5
QN,29-05 UNION STREET,O5
BK,4702 13 AVENUE,O5
MN,40 WOOSTER STREET,O5
MN,239 CENTRE STREET,O5
QN,45-02 23 STREET,O5
MN,490 BROADWAY,O5
MN,525 BROADWAY,O6
MN,190 BOWERY,O5
MN,550 BROADWAY,O5
MN,580 BROADWAY,O6
QN,33-55 55 STREET,O5
BK,885 FLATBUSH AVENUE,O5
QN,46-11 54 AVENUE,O5
SI,1428 VICTORY BOULEVARD,O8
MN,122 FULTON STREET,O5
MN,62 WILLIAM STREET,O6
QN,153-01 JAMAICA AVENUE,O5
QN,149-44 NORTHERN BOULEVARD,O5
MN,595 5 AVENUE,O5
MN,252 WEST 37 STREET,O6
MN,28 WEST 36 STREET,O6
MN,29 UNION SQUARE,O5
QN,34-29 STEINWAY STREET,O5
QN,128-11 LIBERTY AVENUE,O5
MN,32 BROADWAY,O6
BK,4607 5 AVENUE,O8
BK,5309 18 AVENUE,O5
QN,66-08 FRESH POND ROAD,O8
MN,425 MADISON AVENUE,O6
SI,4886 ARTHUR KILL ROAD,O5
QN,146-02 91 AVENUE,O5
QN,90-19 157 AVENUE,O5
MN,1 MADISON AVENUE,O6
MN,277 BROADWAY,O6
QN,140-15 20 AVENUE,O5
SI,2582 RICHMOND TERRACE,O8
BX,1607 WILLIAMSBRIDGE ROAD,O5
MN,126 LAFAYETTE STREET,O5
MN,721 7 AVENUE,O6
MN,232 MADISON AVENUE,O6
MN,31 WEST 34 STREET,O6
QN,111-02 FARMERS BOULEVARD,O8
QN,162-04 JAMAICA AVENUE,O5
MN,237 CENTRE STREET,O5
QN,40-16 76 STREET,O5
MN,291 BROADWAY,O6
MN,325 BROADWAY,O5
QN,25-37 FRANCIS LEWIS BLVD,O5
MN,2100 ADAM C POWELL BLVD,O5
QN,31-21 NEWTOWN AVENUE,O6
QN,134-04 ROCKAWAY BOULEVARD,O8
BK,3379 SHORE PARKWAY,O5
MN,123 BOWERY,O5
QN,42-12 BELL BOULEVARD,O8
MN,13 EAST 37 STREET,O6
MN,240 MADISON AVENUE,O6
MN,165 BOWERY,O5
MN,8 EAST 69 STREET,O5
BK,858 EAST 29 STREET,O5
MN,1 CHATHAM SQUARE,O6
QN,44-14 ASTORIA BOULEVARD S,O5
BK,142 22 STREET,O5
QN,72-41 GRAND AVENUE,O8
BK,1219 QUENTIN ROAD,O5
QN,69-03 CYPRESS HILLS STREET,O5
MN,25 PARK PLACE,O5
MN,116 CHAMBERS STREET,O5
SI,630 SHARROTTS ROAD,O5
MN,87 WALKER STREET,O5
QN,79-04 256 STREET,O8
MN,3 EAST 57 STREET,O6
MN,12 VESTRY STREET,O6
MN,343 CANAL STREET,O5
BK,836 ROGERS AVENUE,O5
MN,425 BROADWAY,O5
MN,444 BROADWAY,O5
MN,446 BROADWAY,O5
MN,22 CHATHAM SQUARE,O5
MN,18 WEST HOUSTON STREET,O6
MN,678 BROADWAY,O5
MN,42 BOND STREET,O6
MN,349 WEST 12 STREET,O8
MN,400 WEST 14 STREET,O5
MN,421 WEST 13 STREET,O5
MN,47 WEST 17 STREET,O6
MN,18 WEST 18 STREET,O6
MN,134 5 AVENUE,O5
MN,55 WEST 19 STREET,O5
MN,51 WEST 19 STREET,O5
MN,142 5 AVENUE,O6
MN,12 WEST 23 STREET,O5
MN,24 WEST 23 STREET,O5
MN,14 WEST 24 STREET,O5
MN,1147 BROADWAY,O5
MN,12 WEST 27 STREET,O6
MN,40 WEST 27 STREET,O6
MN,256 5 AVENUE,O5
MN,125 5 AVENUE,O5
MN,894 BROADWAY,O6
MN,22 EAST 21 STREET,O6
MN,255 5 AVENUE,O5
MN,116 EAST 38 STREET,O8
MN,167 3 AVENUE,O5
MN,500 PARK AVENUE,O6
MN,21 EAST 70 STREET,O5
BK,1502 CATON AVENUE,O8
BK,3304 GLENWOOD ROAD,O8
BK,515 OCEAN AVENUE,O5
BK,1366 EAST 32 STREET,O8
MN,312 5 AVENUE,O6
MN,67 IRVING PLACE,O6
BK,5350 KINGS HIGHWAY,O5
MN,27 EAST BROADWAY,O6
MN,55 GROVE STREET,O8
BX,563 EAST TREMONT AVENUE,O5
SI,18 HERVEY STREET,O5
BK,32 MADISON STREET,O5
BK,2115 AVENUE U,O8
QN,182-30 150 ROAD,O5
MN,4 WEST 58 STREET,O6
SI,277 NELSON AVENUE,O8
SI,30 SEGUINE AVENUE,O5
SI,400 SEAVIEW AVENUE,O8
QN,24-09 41 AVENUE,O5
QN,131-06 40 ROAD,O5
MN,132 EAST 126 STREET,O5
BX,641 EAST 180 STREET,O8
QN,23-25 31 STREET,O6
QN,5-49 47 ROAD,O5
BK,890 ATLANTIC AVENUE,O8
QN,30-05 30 AVENUE,O5
BX,1934 WILLIAMSBRIDGE ROAD,O5
MN,76 WADSWORTH AVENUE,O5
MN,103 EAST 125 STREET,O6
MN,166 5 AVENUE,O6
BK,391 WILLOUGHBY AVENUE,O5
MN,136 DELANCEY STREET,O5
BK,2250 59 STREET,O6
QN,108-18 QUEENS BOULEVARD,O6
QN,39-23 27 STREET,O5
QN,89-07 JAMAICA AVENUE,O8
MN,29 WEST 32 STREET,O6
MN,169 MADISON AVENUE,O6
MN,462 BROADWAY,O5
BK,1603 54 STREET,O8
MN,505 CANAL STREET,O5
SI,17 ZEBRA PLACE,O5
BK,251 LOMBARDY STREET,O5
MN,149 5 AVENUE,O6
BK,2040 UTICA AVENUE,O5
BK,432 3 AVENUE,O5
MN,483 BROADWAY,O5
BK,1123 MYRTLE AVENUE,O5
MN,2710 BROADWAY,O5
MN,304 PARK AVENUE SOUTH,O6
MN,307 WEST 36 STREET,O6
QN,69-64 GRAND AVENUE,O5
QN,125-06 JAMAICA AVENUE,O5
BK,160 7 STREET,O5
QN,215-33 JAMAICA AVENUE,O8
QN,97-01 SPRINGFIELD BLVD,O8
QN,113-11 JAMAICA AVENUE,O8
BK,610 DEAN STREET,O5
MN,16 EAST 40 STREET,O6
QN,115-03 FARMERS BOULEVARD,O8
MN,105 2 AVENUE,O5
BK,1128 EASTERN PARKWAY,O5
MN,286 LENOX AVENUE,O5
BK,1401 SHEEPSHEAD BAY ROAD,O5
QN,61-27 WOODSIDE AVENUE,O5
MN,1431 BROADWAY,O6
QN,144-02 69 AVENUE,O8
QN,200-07 HOLLIS AVENUE,O8
BX,787 EAST 156 STREET,O5
QN,242-08 HILLSIDE AVENUE,O5
MN,115 WEST 29 STREET,O6
MN,41 WEST 34 STREET,O5
MN,549 WEST 26 STREET,O5
BK,938 KINGS HIGHWAY,O5
MN,155 EAST 55 STREET,O6
QN,87-16 WOODHAVEN BOULEVARD,O8
BK,247 86 STREET,O8
BK,245 86 STREET,O8
MN,34 EAST 67 STREET,O5
BK,109 NORTH 1 STREET,O5
BK,7202 13 AVENUE,O5
QN,35-18 LINDEN STREET,O5
QN,74-01 MYRTLE AVENUE,O8
BK,326 7 AVENUE,O5
MN,6 WEST 48 STREET,O6
MN,120 EAST 124 STREET,O5
MN,2825 BROADWAY,O5
QN,18-50 STEINWAY STREET,O5
MN,316 WEST 118 STREET,O8
QN,19-57 49 STREET,O5
QN,141-47 NORTHERN BOULEVARD,O5
MN,404 EAST 11 STREET,O8
QN,146-25 35 AVENUE,O8
SI,1 HYATT STREET,O5
MN,121 BOWERY,O5
MN,32 EAST BROADWAY,O6
MN,402 WEST 13 STREET,O5
MN,251 5 AVENUE,O6
BX,1162 INTERVALE AVENUE,O5
MN,217 WEST 21 STREET,O5
BK,60 SOUTH 2 STREET,O5
BK,704 KINGS HIGHWAY,O8
BK,3081 AVENUE U,O8
QN,54-14 74 STREET,O5
BX,315 EAST KINGSBRIDGE RD,O5
BK,1514 49 STREET,O8
BK,1388 ST JOHNS PLACE,O5
QN,137-11 BOOTH MEMORIAL AVE,O8
BK,238 MELROSE STREET,O5
MN,6 EAST 45 STREET,O6
QN,33-17 PRINCE STREET,O5
BX,1057 SOUTHERN BOULEVARD,O5
QN,92-32 UNION HALL STREET,O5
BK,9305 FLATLANDS AVENUE,O5
BK,423 FULTON STREET,O5
BK,3224 AVENUE I,O8
BK,304A MALCOLM X BOULEVARD,O8
BK,235 BOND STREET,O5
MN,43 WEST 57 STREET,O6
BK,9021 SEAVIEW AVENUE,O8
BK,1502 AVENUE M,O5
QN,209-35 NORTHERN BOULEVARD,O5
QN,118-01 101ST AVENUE,O8
QN,161-10 JAMAICA AVENUE,O5
MN,41 ELIZABETH STREET,O6
MN,123 EAST 86 STREET,O5
MN,417 WEST 126 STREET,O5
SI,3453 RICHMOND AVENUE,O8
BK,3071 BRIGHTON 13 STREET,O8
MN,51 WEST 29 STREET,O5
QN,74-23 91 AVENUE,O5
