Borough,Address,Violation Type
QN,137-05 FRANKLIN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,133-24 SANFORD AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,40-29 LAWRENCE STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,144-67 41 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,144-68 38 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,143-55 41 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,143-40 ROOSEVELT AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,38-20 BOWNE STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,139-50 35 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,137-02 NORTHERN BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,34-25 LINDEN PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,30-11 PARSONS BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
SI,100 COLFAX AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,1700 RICHMOND ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
SI,150 PARKINSON AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,1950 CLOVE ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
SI,140 PARK HILL AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,225 PARK HILL AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,240 PARK HILL AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,330 TOMPKINS AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,70 NEW LANE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,35 FEDERAL PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,110 BRABANT STREET,LL11/98-LOCAL LAW 11/98 - FACADE
SI,311 GRANDVIEW AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,800 VICTORY BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
SI,41 COURSEN PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,210 BROAD STREET,LL11/98-LOCAL LAW 11/98 - FACADE
SI,159 ALASKA STREET,LL11/98-LOCAL LAW 11/98 - FACADE
SI,43 JERSEY STREET,LL11/98-LOCAL LAW 11/98 - FACADE
SI,163 JERSEY STREET,LL11/98-LOCAL LAW 11/98 - FACADE
SI,50 FORT PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,130 STUYVESANT PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,285 ST MARKS PLACE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,56 BAY STREET,LL11/98-LOCAL LAW 11/98 - FACADE
SI,350 RICHMOND TERRACE,LL11/98-LOCAL LAW 11/98 - FACADE
SI,80 BAY STREET LANDING,LL11/98-LOCAL LAW 11/98 - FACADE
QN,140 BEACH 114 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,102-02 ROCKAWAY BEACH BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,102-00 SHORE FRONT PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
QN,320 BEACH 100 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,150 BEACH 77 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,7600 SHORE FRONT PARKWAY,LL11/98-LOCAL LAW 11/98 - FACADE
QN,81-04 ROCKAWAY BEACH BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,71-15 BEACH CHANNEL DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,56-10 BEACH CHANNEL DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,51-32 BEACH CHANNEL DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,40-22 BEACH CHANNEL DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,438 BEACH CHANNEL DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,3-33 SEAGIRT BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,57-15 ROCKAWAY BEACH BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,155 BEACH 19 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,19-15 SEAGIRT BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,22-10 NEW HAVEN AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,250 BEACH 15 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,14-56 BEACH CHANNEL DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,163-15 BAISLEY BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,116-45 GUY R BREWER BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,166-01 LINDEN BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,131-10 GUY R BREWER BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,116-30 GUY R BREWER BLVD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,116-51 157 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,159-01 110 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,86-10 151 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,149-30 88 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,91-50 195 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,92-33 170 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,163-25 ARCHER AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,108-09 159 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,159-02 TUSKEGEE AIRMEN WAY,LL11/98-LOCAL LAW 11/98 - FACADE
QN,162-10 JAMAICA AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,183-11 HILLSIDE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,182-17 AVON STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,175-27 87 DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,168-36 88 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,91-31 175 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,89-09 162 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,155-02 90 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,153-02 90 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,143-25 84 DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,141-05 PERSHING CRESCENT,LL11/98-LOCAL LAW 11/98 - FACADE
QN,140-17 84 DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,142-20 84 DRIVE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,152-13 88 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,88-11 SUTPHIN BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,125-01 82 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,123-40 83 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,123-30 83 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,89-02 135 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,134-14 JAMAICA AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,124-16 84 ROAD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,120-07 85 AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,83-84 116 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,86-10 109 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,82-68 164 STREET,LL11/98-LOCAL LAW 11/98 - FACADE
QN,69-01 KISSENA BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,70-25 KISSENA BOULEVARD,LL11/98-LOCAL LAW 11/98 - FACADE
QN,150-38 UNION TURNPIKE,LL11/98-LOCAL LAW 11/98 - FACADE
QN,152-72 MELBOURNE AVENUE,LL11/98-LOCAL LAW 11/98 - FACADE
